ContactId,PurchaseId,ProductId,PurchasedOn,TotalPrice,ActivityTypeDisplay,Subject
CNTID_1345,OPID_1831,ProdID_1831,2018-05-16,33,OnlinePurchase,Purchased a product online
CNTID_1346,OPID_1832,ProdID_1832,2017-04-27,239,OnlinePurchase,Purchased a product online
CNTID_1346,OPID_1833,ProdID_1833,2017-09-09,192,OnlinePurchase,Purchased a product online
CNTID_1348,OPID_1834,ProdID_1834,2017-03-02,116,OnlinePurchase,Purchased a product online
CNTID_1349,OPID_1835,ProdID_1835,2018-04-15,214,OnlinePurchase,Purchased a product online
CNTID_1349,OPID_1836,ProdID_1836,2018-11-04,110,OnlinePurchase,Purchased a product online
CNTID_1349,OPID_1837,ProdID_1837,2019-01-07,247,OnlinePurchase,Purchased a product online
CNTID_1349,OPID_1838,ProdID_1838,2019-01-20,246,OnlinePurchase,Purchased a product online
CNTID_1349,OPID_1839,ProdID_1839,2019-01-26,184,OnlinePurchase,Purchased a product online
CNTID_1350,OPID_1840,ProdID_1840,2018-06-15,146,OnlinePurchase,Purchased a product online
CNTID_1350,OPID_1841,ProdID_1841,2018-11-13,169,OnlinePurchase,Purchased a product online
CNTID_1351,OPID_1842,ProdID_1842,2017-08-19,207,OnlinePurchase,Purchased a product online
CNTID_1351,OPID_1843,ProdID_1843,2018-01-09,141,OnlinePurchase,Purchased a product online
CNTID_1352,OPID_1844,ProdID_1844,2019-01-01,199,OnlinePurchase,Purchased a product online
CNTID_1352,OPID_1845,ProdID_1845,2019-01-17,181,OnlinePurchase,Purchased a product online
CNTID_1352,OPID_1846,ProdID_1846,2019-01-23,89,OnlinePurchase,Purchased a product online
CNTID_1353,OPID_1847,ProdID_1847,2017-03-04,132,OnlinePurchase,Purchased a product online
CNTID_1353,OPID_1848,ProdID_1848,2018-01-15,164,OnlinePurchase,Purchased a product online
CNTID_1353,OPID_1849,ProdID_1849,2018-07-09,211,OnlinePurchase,Purchased a product online
CNTID_1353,OPID_1850,ProdID_1850,2018-09-28,181,OnlinePurchase,Purchased a product online
CNTID_1356,OPID_1851,ProdID_1851,2017-06-22,108,OnlinePurchase,Purchased a product online
CNTID_1356,OPID_1852,ProdID_1852,2018-04-20,58,OnlinePurchase,Purchased a product online
CNTID_1357,OPID_1853,ProdID_1853,2017-10-04,89,OnlinePurchase,Purchased a product online
CNTID_1357,OPID_1854,ProdID_1854,2018-04-15,232,OnlinePurchase,Purchased a product online
CNTID_1358,OPID_1855,ProdID_1855,2017-02-26,64,OnlinePurchase,Purchased a product online
CNTID_1358,OPID_1856,ProdID_1856,2018-11-24,249,OnlinePurchase,Purchased a product online
CNTID_1360,OPID_1857,ProdID_1857,2017-01-30,186,OnlinePurchase,Purchased a product online
CNTID_1361,OPID_1858,ProdID_1858,2018-07-18,237,OnlinePurchase,Purchased a product online
CNTID_1361,OPID_1859,ProdID_1859,2018-08-11,184,OnlinePurchase,Purchased a product online
CNTID_1362,OPID_1860,ProdID_1860,2017-06-18,201,OnlinePurchase,Purchased a product online
CNTID_1362,OPID_1861,ProdID_1861,2017-06-24,187,OnlinePurchase,Purchased a product online
CNTID_1362,OPID_1862,ProdID_1862,2017-12-11,108,OnlinePurchase,Purchased a product online
CNTID_1362,OPID_1863,ProdID_1863,2018-03-22,218,OnlinePurchase,Purchased a product online
CNTID_1363,OPID_1864,ProdID_1864,2017-06-07,180,OnlinePurchase,Purchased a product online
CNTID_1363,OPID_1865,ProdID_1865,2017-11-01,233,OnlinePurchase,Purchased a product online
CNTID_1363,OPID_1866,ProdID_1866,2017-12-11,234,OnlinePurchase,Purchased a product online
CNTID_1363,OPID_1867,ProdID_1867,2018-06-08,189,OnlinePurchase,Purchased a product online
CNTID_1364,OPID_1868,ProdID_1868,2017-08-15,133,OnlinePurchase,Purchased a product online
CNTID_1364,OPID_1869,ProdID_1869,2018-02-28,87,OnlinePurchase,Purchased a product online
CNTID_1365,OPID_1870,ProdID_1870,2017-05-11,227,OnlinePurchase,Purchased a product online
CNTID_1366,OPID_1871,ProdID_1871,2018-11-19,95,OnlinePurchase,Purchased a product online
CNTID_1366,OPID_1872,ProdID_1872,2018-12-10,203,OnlinePurchase,Purchased a product online
CNTID_1366,OPID_1873,ProdID_1873,2019-02-03,102,OnlinePurchase,Purchased a product online
CNTID_1366,OPID_1874,ProdID_1874,2019-02-04,125,OnlinePurchase,Purchased a product online
CNTID_1366,OPID_1875,ProdID_1875,2019-02-04,135,OnlinePurchase,Purchased a product online
CNTID_1368,OPID_1876,ProdID_1876,2017-05-22,57,OnlinePurchase,Purchased a product online
CNTID_1368,OPID_1877,ProdID_1877,2018-06-19,68,OnlinePurchase,Purchased a product online
CNTID_1369,OPID_1878,ProdID_1878,2018-12-30,203,OnlinePurchase,Purchased a product online
CNTID_1369,OPID_1879,ProdID_1879,2019-01-23,180,OnlinePurchase,Purchased a product online
CNTID_1369,OPID_1880,ProdID_1880,2019-01-24,133,OnlinePurchase,Purchased a product online
CNTID_1370,OPID_1881,ProdID_1881,2018-01-30,33,OnlinePurchase,Purchased a product online
CNTID_1370,OPID_1882,ProdID_1882,2018-04-27,185,OnlinePurchase,Purchased a product online
CNTID_1370,OPID_1883,ProdID_1883,2018-11-10,201,OnlinePurchase,Purchased a product online
CNTID_1370,OPID_1884,ProdID_1884,2018-12-06,206,OnlinePurchase,Purchased a product online
CNTID_1371,OPID_1885,ProdID_1885,2018-09-11,169,OnlinePurchase,Purchased a product online
CNTID_1371,OPID_1886,ProdID_1886,2018-11-01,39,OnlinePurchase,Purchased a product online
CNTID_1371,OPID_1887,ProdID_1887,2018-11-25,93,OnlinePurchase,Purchased a product online
CNTID_1371,OPID_1888,ProdID_1888,2019-01-18,236,OnlinePurchase,Purchased a product online
CNTID_1372,OPID_1889,ProdID_1889,2017-05-09,43,OnlinePurchase,Purchased a product online
CNTID_1373,OPID_1890,ProdID_1890,2018-03-24,106,OnlinePurchase,Purchased a product online
CNTID_1373,OPID_1891,ProdID_1891,2018-12-19,31,OnlinePurchase,Purchased a product online
CNTID_1373,OPID_1892,ProdID_1892,2019-02-06,56,OnlinePurchase,Purchased a product online
CNTID_1373,OPID_1893,ProdID_1893,2019-02-06,217,OnlinePurchase,Purchased a product online
CNTID_1374,OPID_1894,ProdID_1894,2017-05-30,64,OnlinePurchase,Purchased a product online
CNTID_1374,OPID_1895,ProdID_1895,2018-03-08,178,OnlinePurchase,Purchased a product online
CNTID_1374,OPID_1896,ProdID_1896,2018-12-22,223,OnlinePurchase,Purchased a product online
CNTID_1374,OPID_1897,ProdID_1897,2019-01-06,39,OnlinePurchase,Purchased a product online
CNTID_1375,OPID_1898,ProdID_1898,2018-04-05,166,OnlinePurchase,Purchased a product online
CNTID_1375,OPID_1899,ProdID_1899,2018-12-29,131,OnlinePurchase,Purchased a product online
CNTID_1376,OPID_1900,ProdID_1900,2018-03-22,162,OnlinePurchase,Purchased a product online
CNTID_1376,OPID_1901,ProdID_1901,2018-09-13,53,OnlinePurchase,Purchased a product online
CNTID_1376,OPID_1902,ProdID_1902,2018-10-24,164,OnlinePurchase,Purchased a product online
CNTID_1376,OPID_1903,ProdID_1903,2018-11-03,102,OnlinePurchase,Purchased a product online
CNTID_1377,OPID_1904,ProdID_1904,2017-07-09,109,OnlinePurchase,Purchased a product online
CNTID_1377,OPID_1905,ProdID_1905,2018-03-20,174,OnlinePurchase,Purchased a product online
CNTID_1377,OPID_1906,ProdID_1906,2018-12-23,105,OnlinePurchase,Purchased a product online
CNTID_1377,OPID_1907,ProdID_1907,2019-01-10,121,OnlinePurchase,Purchased a product online
CNTID_1378,OPID_1908,ProdID_1908,2018-11-11,181,OnlinePurchase,Purchased a product online
CNTID_1378,OPID_1909,ProdID_1909,2019-01-29,148,OnlinePurchase,Purchased a product online
CNTID_1379,OPID_1910,ProdID_1910,2017-01-14,59,OnlinePurchase,Purchased a product online
CNTID_1380,OPID_1911,ProdID_1911,2017-12-10,223,OnlinePurchase,Purchased a product online
CNTID_1380,OPID_1912,ProdID_1912,2018-08-17,218,OnlinePurchase,Purchased a product online
CNTID_1380,OPID_1913,ProdID_1913,2018-11-05,98,OnlinePurchase,Purchased a product online
CNTID_1380,OPID_1914,ProdID_1914,2019-01-12,86,OnlinePurchase,Purchased a product online
CNTID_1380,OPID_1915,ProdID_1915,2019-01-26,186,OnlinePurchase,Purchased a product online
CNTID_1381,OPID_1916,ProdID_1916,2017-03-04,46,OnlinePurchase,Purchased a product online
CNTID_1381,OPID_1917,ProdID_1917,2018-09-05,83,OnlinePurchase,Purchased a product online
CNTID_1381,OPID_1918,ProdID_1918,2018-10-22,86,OnlinePurchase,Purchased a product online
CNTID_1382,OPID_1919,ProdID_1919,2018-05-26,235,OnlinePurchase,Purchased a product online
CNTID_1382,OPID_1920,ProdID_1920,2018-08-12,69,OnlinePurchase,Purchased a product online
CNTID_1382,OPID_1921,ProdID_1921,2019-01-19,120,OnlinePurchase,Purchased a product online
CNTID_1382,OPID_1922,ProdID_1922,2019-01-27,217,OnlinePurchase,Purchased a product online
CNTID_1382,OPID_1923,ProdID_1923,2019-02-01,149,OnlinePurchase,Purchased a product online
CNTID_1383,OPID_1924,ProdID_1924,2017-05-16,250,OnlinePurchase,Purchased a product online
CNTID_1383,OPID_1925,ProdID_1925,2017-08-25,48,OnlinePurchase,Purchased a product online
CNTID_1383,OPID_1926,ProdID_1926,2018-07-12,84,OnlinePurchase,Purchased a product online
CNTID_1384,OPID_1927,ProdID_1927,2018-03-20,124,OnlinePurchase,Purchased a product online
CNTID_1384,OPID_1928,ProdID_1928,2018-12-01,64,OnlinePurchase,Purchased a product online
CNTID_1384,OPID_1929,ProdID_1929,2018-12-11,108,OnlinePurchase,Purchased a product online
CNTID_1384,OPID_1930,ProdID_1930,2019-01-03,93,OnlinePurchase,Purchased a product online
CNTID_1384,OPID_1931,ProdID_1931,2019-01-27,155,OnlinePurchase,Purchased a product online
CNTID_1385,OPID_1932,ProdID_1932,2017-12-14,122,OnlinePurchase,Purchased a product online
CNTID_1385,OPID_1933,ProdID_1933,2017-12-18,231,OnlinePurchase,Purchased a product online
CNTID_1386,OPID_1934,ProdID_1934,2017-04-23,239,OnlinePurchase,Purchased a product online
CNTID_1386,OPID_1935,ProdID_1935,2017-08-03,73,OnlinePurchase,Purchased a product online
CNTID_1386,OPID_1936,ProdID_1936,2018-10-03,116,OnlinePurchase,Purchased a product online
CNTID_1386,OPID_1937,ProdID_1937,2018-11-01,118,OnlinePurchase,Purchased a product online
CNTID_1386,OPID_1938,ProdID_1938,2018-12-29,198,OnlinePurchase,Purchased a product online
CNTID_1388,OPID_1939,ProdID_1939,2017-06-02,173,OnlinePurchase,Purchased a product online
CNTID_1388,OPID_1940,ProdID_1940,2018-06-28,209,OnlinePurchase,Purchased a product online
CNTID_1388,OPID_1941,ProdID_1941,2018-12-31,234,OnlinePurchase,Purchased a product online
CNTID_1389,OPID_1942,ProdID_1942,2018-07-19,37,OnlinePurchase,Purchased a product online
CNTID_1389,OPID_1943,ProdID_1943,2018-12-13,190,OnlinePurchase,Purchased a product online
CNTID_1389,OPID_1944,ProdID_1944,2019-01-12,113,OnlinePurchase,Purchased a product online
CNTID_1390,OPID_1945,ProdID_1945,2018-08-26,164,OnlinePurchase,Purchased a product online
CNTID_1390,OPID_1946,ProdID_1946,2019-01-31,31,OnlinePurchase,Purchased a product online
CNTID_1390,OPID_1947,ProdID_1947,2019-01-31,93,OnlinePurchase,Purchased a product online
CNTID_1390,OPID_1948,ProdID_1948,2019-02-06,112,OnlinePurchase,Purchased a product online
CNTID_1390,OPID_1949,ProdID_1949,2019-02-06,216,OnlinePurchase,Purchased a product online
CNTID_1392,OPID_1950,ProdID_1950,2018-05-09,81,OnlinePurchase,Purchased a product online
CNTID_1393,OPID_1951,ProdID_1951,2017-12-16,236,OnlinePurchase,Purchased a product online
CNTID_1393,OPID_1952,ProdID_1952,2018-02-18,35,OnlinePurchase,Purchased a product online
CNTID_1393,OPID_1953,ProdID_1953,2019-01-08,148,OnlinePurchase,Purchased a product online
CNTID_1395,OPID_1954,ProdID_1954,2019-01-26,80,OnlinePurchase,Purchased a product online
CNTID_1395,OPID_1955,ProdID_1955,2019-01-28,225,OnlinePurchase,Purchased a product online
CNTID_1395,OPID_1956,ProdID_1956,2019-02-01,229,OnlinePurchase,Purchased a product online
CNTID_1396,OPID_1957,ProdID_1957,2017-04-25,195,OnlinePurchase,Purchased a product online
CNTID_1396,OPID_1958,ProdID_1958,2018-08-16,92,OnlinePurchase,Purchased a product online
CNTID_1397,OPID_1959,ProdID_1959,2017-03-29,208,OnlinePurchase,Purchased a product online
CNTID_1397,OPID_1960,ProdID_1960,2017-10-23,205,OnlinePurchase,Purchased a product online
CNTID_1398,OPID_1961,ProdID_1961,2017-09-20,61,OnlinePurchase,Purchased a product online
CNTID_1398,OPID_1962,ProdID_1962,2018-05-13,143,OnlinePurchase,Purchased a product online
CNTID_1398,OPID_1963,ProdID_1963,2018-06-23,110,OnlinePurchase,Purchased a product online
CNTID_1399,OPID_1964,ProdID_1964,2019-01-29,104,OnlinePurchase,Purchased a product online
CNTID_1399,OPID_1965,ProdID_1965,2019-02-03,172,OnlinePurchase,Purchased a product online
CNTID_1399,OPID_1966,ProdID_1966,2019-02-05,247,OnlinePurchase,Purchased a product online
CNTID_1400,OPID_1967,ProdID_1967,2018-10-22,105,OnlinePurchase,Purchased a product online
CNTID_1402,OPID_1968,ProdID_1968,2017-10-06,53,OnlinePurchase,Purchased a product online
CNTID_1403,OPID_1969,ProdID_1969,2017-11-17,205,OnlinePurchase,Purchased a product online
CNTID_1403,OPID_1970,ProdID_1970,2018-10-27,249,OnlinePurchase,Purchased a product online
CNTID_1403,OPID_1971,ProdID_1971,2018-11-05,45,OnlinePurchase,Purchased a product online
CNTID_1404,OPID_1972,ProdID_1972,2017-10-26,233,OnlinePurchase,Purchased a product online
CNTID_1405,OPID_1973,ProdID_1973,2018-10-15,49,OnlinePurchase,Purchased a product online
CNTID_1405,OPID_1974,ProdID_1974,2018-12-17,209,OnlinePurchase,Purchased a product online
CNTID_1405,OPID_1975,ProdID_1975,2019-01-01,80,OnlinePurchase,Purchased a product online
CNTID_1405,OPID_1976,ProdID_1976,2019-01-30,148,OnlinePurchase,Purchased a product online
CNTID_1406,OPID_1977,ProdID_1977,2017-06-28,63,OnlinePurchase,Purchased a product online
CNTID_1407,OPID_1978,ProdID_1978,2017-03-28,143,OnlinePurchase,Purchased a product online
CNTID_1407,OPID_1979,ProdID_1979,2018-07-03,235,OnlinePurchase,Purchased a product online
CNTID_1407,OPID_1980,ProdID_1980,2018-07-13,74,OnlinePurchase,Purchased a product online
CNTID_1407,OPID_1981,ProdID_1981,2018-10-08,231,OnlinePurchase,Purchased a product online
CNTID_1409,OPID_1982,ProdID_1982,2018-12-27,152,OnlinePurchase,Purchased a product online
CNTID_1409,OPID_1983,ProdID_1983,2019-01-08,68,OnlinePurchase,Purchased a product online
CNTID_1409,OPID_1984,ProdID_1984,2019-01-18,207,OnlinePurchase,Purchased a product online
CNTID_1409,OPID_1985,ProdID_1985,2019-01-25,144,OnlinePurchase,Purchased a product online
CNTID_1409,OPID_1986,ProdID_1986,2019-01-30,41,OnlinePurchase,Purchased a product online
CNTID_1410,OPID_1987,ProdID_1987,2018-06-25,108,OnlinePurchase,Purchased a product online
CNTID_1410,OPID_1988,ProdID_1988,2018-09-18,99,OnlinePurchase,Purchased a product online
CNTID_1411,OPID_1989,ProdID_1989,2018-01-11,69,OnlinePurchase,Purchased a product online
CNTID_1412,OPID_1990,ProdID_1990,2018-11-19,70,OnlinePurchase,Purchased a product online
CNTID_1413,OPID_1991,ProdID_1991,2017-12-17,121,OnlinePurchase,Purchased a product online
CNTID_1413,OPID_1992,ProdID_1992,2019-01-25,99,OnlinePurchase,Purchased a product online
CNTID_1414,OPID_1993,ProdID_1993,2017-07-27,152,OnlinePurchase,Purchased a product online
CNTID_1414,OPID_1994,ProdID_1994,2018-12-29,84,OnlinePurchase,Purchased a product online
CNTID_1414,OPID_1995,ProdID_1995,2018-12-31,116,OnlinePurchase,Purchased a product online
CNTID_1414,OPID_1996,ProdID_1996,2019-01-12,185,OnlinePurchase,Purchased a product online
CNTID_1415,OPID_1997,ProdID_1997,2018-10-01,38,OnlinePurchase,Purchased a product online
CNTID_1415,OPID_1998,ProdID_1998,2018-12-04,45,OnlinePurchase,Purchased a product online
CNTID_1415,OPID_1999,ProdID_1999,2019-01-29,131,OnlinePurchase,Purchased a product online
CNTID_1415,OPID_2000,ProdID_2000,2019-01-29,219,OnlinePurchase,Purchased a product online
CNTID_1415,OPID_2001,ProdID_2001,2019-02-04,102,OnlinePurchase,Purchased a product online
CNTID_1416,OPID_2002,ProdID_2002,2018-11-07,212,OnlinePurchase,Purchased a product online
CNTID_1416,OPID_2003,ProdID_2003,2018-12-19,232,OnlinePurchase,Purchased a product online
CNTID_1416,OPID_2004,ProdID_2004,2019-02-02,234,OnlinePurchase,Purchased a product online
CNTID_1416,OPID_2005,ProdID_2005,2019-02-05,233,OnlinePurchase,Purchased a product online
CNTID_1417,OPID_2006,ProdID_2006,2017-05-18,56,OnlinePurchase,Purchased a product online
CNTID_1417,OPID_2007,ProdID_2007,2018-10-12,234,OnlinePurchase,Purchased a product online
CNTID_1417,OPID_2008,ProdID_2008,2018-11-28,169,OnlinePurchase,Purchased a product online
CNTID_1418,OPID_2009,ProdID_2009,2018-01-26,121,OnlinePurchase,Purchased a product online
CNTID_1418,OPID_2010,ProdID_2010,2018-10-02,72,OnlinePurchase,Purchased a product online
CNTID_1418,OPID_2011,ProdID_2011,2018-10-29,217,OnlinePurchase,Purchased a product online
CNTID_1418,OPID_2012,ProdID_2012,2018-11-16,69,OnlinePurchase,Purchased a product online
CNTID_1419,OPID_2013,ProdID_2013,2018-10-08,181,OnlinePurchase,Purchased a product online
CNTID_1419,OPID_2014,ProdID_2014,2018-12-04,185,OnlinePurchase,Purchased a product online
CNTID_1419,OPID_2015,ProdID_2015,2018-12-15,248,OnlinePurchase,Purchased a product online
CNTID_1419,OPID_2016,ProdID_2016,2019-01-12,118,OnlinePurchase,Purchased a product online
CNTID_1420,OPID_2017,ProdID_2017,2017-09-14,140,OnlinePurchase,Purchased a product online
CNTID_1420,OPID_2018,ProdID_2018,2018-06-04,239,OnlinePurchase,Purchased a product online
CNTID_1420,OPID_2019,ProdID_2019,2018-11-08,81,OnlinePurchase,Purchased a product online
CNTID_1420,OPID_2020,ProdID_2020,2019-01-12,174,OnlinePurchase,Purchased a product online
CNTID_1421,OPID_2021,ProdID_2021,2018-05-10,131,OnlinePurchase,Purchased a product online
CNTID_1421,OPID_2022,ProdID_2022,2018-07-02,30,OnlinePurchase,Purchased a product online
CNTID_1421,OPID_2023,ProdID_2023,2018-09-04,237,OnlinePurchase,Purchased a product online
CNTID_1421,OPID_2024,ProdID_2024,2019-02-02,204,OnlinePurchase,Purchased a product online
CNTID_1421,OPID_2025,ProdID_2025,2019-02-05,132,OnlinePurchase,Purchased a product online
CNTID_1422,OPID_2026,ProdID_2026,2017-07-28,172,OnlinePurchase,Purchased a product online
CNTID_1422,OPID_2027,ProdID_2027,2017-12-06,123,OnlinePurchase,Purchased a product online
CNTID_1424,OPID_2028,ProdID_2028,2017-08-13,130,OnlinePurchase,Purchased a product online
CNTID_1424,OPID_2029,ProdID_2029,2019-01-30,193,OnlinePurchase,Purchased a product online
CNTID_1424,OPID_2030,ProdID_2030,2019-01-31,236,OnlinePurchase,Purchased a product online
CNTID_1424,OPID_2031,ProdID_2031,2019-01-31,196,OnlinePurchase,Purchased a product online
CNTID_1424,OPID_2032,ProdID_2032,2019-02-06,146,OnlinePurchase,Purchased a product online
CNTID_1425,OPID_2033,ProdID_2033,2018-01-21,146,OnlinePurchase,Purchased a product online
CNTID_1425,OPID_2034,ProdID_2034,2018-02-03,107,OnlinePurchase,Purchased a product online
CNTID_1425,OPID_2035,ProdID_2035,2018-03-15,121,OnlinePurchase,Purchased a product online
CNTID_1425,OPID_2036,ProdID_2036,2019-01-16,92,OnlinePurchase,Purchased a product online
CNTID_1426,OPID_2037,ProdID_2037,2017-04-23,125,OnlinePurchase,Purchased a product online
CNTID_1426,OPID_2038,ProdID_2038,2019-01-09,77,OnlinePurchase,Purchased a product online
CNTID_1426,OPID_2039,ProdID_2039,2019-02-02,148,OnlinePurchase,Purchased a product online
CNTID_1426,OPID_2040,ProdID_2040,2019-02-02,222,OnlinePurchase,Purchased a product online
CNTID_1427,OPID_2041,ProdID_2041,2017-06-19,60,OnlinePurchase,Purchased a product online
CNTID_1427,OPID_2042,ProdID_2042,2018-01-03,168,OnlinePurchase,Purchased a product online
CNTID_1427,OPID_2043,ProdID_2043,2018-04-04,237,OnlinePurchase,Purchased a product online
CNTID_1427,OPID_2044,ProdID_2044,2018-04-12,142,OnlinePurchase,Purchased a product online
CNTID_1428,OPID_2045,ProdID_2045,2017-06-06,165,OnlinePurchase,Purchased a product online
CNTID_1428,OPID_2046,ProdID_2046,2017-10-16,223,OnlinePurchase,Purchased a product online
CNTID_1428,OPID_2047,ProdID_2047,2018-11-08,220,OnlinePurchase,Purchased a product online
CNTID_1428,OPID_2048,ProdID_2048,2018-11-29,250,OnlinePurchase,Purchased a product online
CNTID_1428,OPID_2049,ProdID_2049,2018-12-16,220,OnlinePurchase,Purchased a product online
CNTID_1429,OPID_2050,ProdID_2050,2017-09-06,103,OnlinePurchase,Purchased a product online
CNTID_1429,OPID_2051,ProdID_2051,2018-08-28,146,OnlinePurchase,Purchased a product online
CNTID_1430,OPID_2052,ProdID_2052,2018-05-19,182,OnlinePurchase,Purchased a product online
CNTID_1430,OPID_2053,ProdID_2053,2018-12-26,88,OnlinePurchase,Purchased a product online
CNTID_1431,OPID_2054,ProdID_2054,2018-12-25,87,OnlinePurchase,Purchased a product online
CNTID_1432,OPID_2055,ProdID_2055,2017-08-23,45,OnlinePurchase,Purchased a product online
CNTID_1433,OPID_2056,ProdID_2056,2018-06-26,227,OnlinePurchase,Purchased a product online
CNTID_1433,OPID_2057,ProdID_2057,2018-12-27,190,OnlinePurchase,Purchased a product online
CNTID_1433,OPID_2058,ProdID_2058,2019-01-29,59,OnlinePurchase,Purchased a product online
CNTID_1434,OPID_2059,ProdID_2059,2017-06-05,139,OnlinePurchase,Purchased a product online
CNTID_1435,OPID_2060,ProdID_2060,2017-03-27,93,OnlinePurchase,Purchased a product online
CNTID_1437,OPID_2061,ProdID_2061,2018-08-12,141,OnlinePurchase,Purchased a product online
CNTID_1438,OPID_2062,ProdID_2062,2018-12-01,144,OnlinePurchase,Purchased a product online
CNTID_1438,OPID_2063,ProdID_2063,2019-01-31,220,OnlinePurchase,Purchased a product online
CNTID_1438,OPID_2064,ProdID_2064,2019-02-02,101,OnlinePurchase,Purchased a product online
CNTID_1438,OPID_2065,ProdID_2065,2019-02-05,90,OnlinePurchase,Purchased a product online
CNTID_1438,OPID_2066,ProdID_2066,2019-02-06,155,OnlinePurchase,Purchased a product online
CNTID_1439,OPID_2067,ProdID_2067,2018-01-26,48,OnlinePurchase,Purchased a product online
CNTID_1439,OPID_2068,ProdID_2068,2018-11-25,101,OnlinePurchase,Purchased a product online
CNTID_1439,OPID_2069,ProdID_2069,2018-12-31,43,OnlinePurchase,Purchased a product online
CNTID_1439,OPID_2070,ProdID_2070,2019-01-25,239,OnlinePurchase,Purchased a product online
CNTID_1439,OPID_2071,ProdID_2071,2019-02-04,30,OnlinePurchase,Purchased a product online
CNTID_1440,OPID_2072,ProdID_2072,2018-06-22,181,OnlinePurchase,Purchased a product online
CNTID_1440,OPID_2073,ProdID_2073,2018-06-22,189,OnlinePurchase,Purchased a product online
CNTID_1440,OPID_2074,ProdID_2074,2018-06-22,89,OnlinePurchase,Purchased a product online
CNTID_1442,OPID_2075,ProdID_2075,2018-08-11,55,OnlinePurchase,Purchased a product online
CNTID_1443,OPID_2076,ProdID_2076,2018-07-06,46,OnlinePurchase,Purchased a product online
CNTID_1443,OPID_2077,ProdID_2077,2018-12-28,78,OnlinePurchase,Purchased a product online
CNTID_1443,OPID_2078,ProdID_2078,2019-01-29,220,OnlinePurchase,Purchased a product online
CNTID_1443,OPID_2079,ProdID_2079,2019-01-29,108,OnlinePurchase,Purchased a product online
CNTID_1444,OPID_2080,ProdID_2080,2017-01-11,60,OnlinePurchase,Purchased a product online
CNTID_1444,OPID_2081,ProdID_2081,2018-02-08,216,OnlinePurchase,Purchased a product online
CNTID_1444,OPID_2082,ProdID_2082,2018-05-23,74,OnlinePurchase,Purchased a product online
CNTID_1444,OPID_2083,ProdID_2083,2018-05-23,148,OnlinePurchase,Purchased a product online
CNTID_1444,OPID_2084,ProdID_2084,2018-05-31,109,OnlinePurchase,Purchased a product online
CNTID_1445,OPID_2085,ProdID_2085,2018-07-18,31,OnlinePurchase,Purchased a product online
CNTID_1445,OPID_2086,ProdID_2086,2018-11-13,177,OnlinePurchase,Purchased a product online
CNTID_1447,OPID_2087,ProdID_2087,2018-07-24,170,OnlinePurchase,Purchased a product online
CNTID_1447,OPID_2088,ProdID_2088,2018-12-07,90,OnlinePurchase,Purchased a product online
CNTID_1447,OPID_2089,ProdID_2089,2018-12-25,208,OnlinePurchase,Purchased a product online
CNTID_1447,OPID_2090,ProdID_2090,2019-02-01,206,OnlinePurchase,Purchased a product online
CNTID_1448,OPID_2091,ProdID_2091,2018-02-02,98,OnlinePurchase,Purchased a product online
CNTID_1448,OPID_2092,ProdID_2092,2018-03-27,228,OnlinePurchase,Purchased a product online
CNTID_1448,OPID_2093,ProdID_2093,2018-09-18,181,OnlinePurchase,Purchased a product online
CNTID_1449,OPID_2094,ProdID_2094,2018-07-03,58,OnlinePurchase,Purchased a product online
CNTID_1449,OPID_2095,ProdID_2095,2019-01-23,175,OnlinePurchase,Purchased a product online
CNTID_1450,OPID_2096,ProdID_2096,2018-07-23,140,OnlinePurchase,Purchased a product online
CNTID_1450,OPID_2097,ProdID_2097,2018-08-31,93,OnlinePurchase,Purchased a product online
CNTID_1450,OPID_2098,ProdID_2098,2018-11-19,93,OnlinePurchase,Purchased a product online
CNTID_1451,OPID_2099,ProdID_2099,2017-11-12,92,OnlinePurchase,Purchased a product online
CNTID_1451,OPID_2100,ProdID_2100,2018-05-08,180,OnlinePurchase,Purchased a product online
CNTID_1451,OPID_2101,ProdID_2101,2019-02-03,247,OnlinePurchase,Purchased a product online
CNTID_1451,OPID_2102,ProdID_2102,2019-02-05,96,OnlinePurchase,Purchased a product online
CNTID_1451,OPID_2103,ProdID_2103,2019-02-05,129,OnlinePurchase,Purchased a product online
CNTID_1452,OPID_2104,ProdID_2104,2018-04-14,108,OnlinePurchase,Purchased a product online
CNTID_1452,OPID_2105,ProdID_2105,2018-05-26,235,OnlinePurchase,Purchased a product online
CNTID_1452,OPID_2106,ProdID_2106,2018-10-15,213,OnlinePurchase,Purchased a product online
CNTID_1453,OPID_2107,ProdID_2107,2018-05-17,54,OnlinePurchase,Purchased a product online
CNTID_1453,OPID_2108,ProdID_2108,2018-09-05,247,OnlinePurchase,Purchased a product online
CNTID_1454,OPID_2109,ProdID_2109,2018-03-18,50,OnlinePurchase,Purchased a product online
CNTID_1455,OPID_2110,ProdID_2110,2017-02-19,209,OnlinePurchase,Purchased a product online
CNTID_1455,OPID_2111,ProdID_2111,2018-04-26,53,OnlinePurchase,Purchased a product online
CNTID_1456,OPID_2112,ProdID_2112,2017-04-16,230,OnlinePurchase,Purchased a product online
CNTID_1456,OPID_2113,ProdID_2113,2018-11-01,40,OnlinePurchase,Purchased a product online
CNTID_1457,OPID_2114,ProdID_2114,2018-11-10,134,OnlinePurchase,Purchased a product online
